source_lng,source_lat,destination_lng,destination_lat,10:00,10:10,10:20,10:30,10:40,10:50,11:00,11:10,11:20,11:30,11:40,11:50,12:00,12:10,12:20,12:30,12:40,12:50,13:00,13:10,13:20,13:30,13:40,13:50,14:00,14:10,14:20,14:30,14:40,14:50,15:00,15:10,15:20,15:30,15:40,15:50,16:00,16:10,16:20,16:31,16:40,16:51,17:00,17:10,17:20,17:30,17:40,17:50,18:00,18:10,18:20,18:30,18:40,18:50,19:00,19:10,19:20,19:40,19:50,20:10,20:20,20:30,20:40,20:50,21:00,21:10,21:20,21:30,21:40,21:50,22:10
35.5035656996899,24.0259011,35.5027460996898,24.0261139,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57
35.5026022996898,24.0273634,35.5021835996898,24.0263187,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83
35.5034649996899,24.0267968,35.5035066996899,24.0273359,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
35.50500949969,24.026571,35.50490099969,24.0258995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35.50500949969,24.026571,35.5078616996903,24.0267212,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,2.29,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,3.06,4.58,3.06,3.06,3.06,3.06,4.58,3.06,2.29,2.29,2.29,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,4.58,4.58,4.58,4.58,9.17
35.50519089969,24.02953,35.50500949969,24.026571,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
35.5060338996901,24.0229827,35.5063646996901,24.0229983,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
35.5064296996901,24.0238197,35.5060332996901,24.0238241,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77
35.5059899996901,24.0266007,35.5059804996901,24.027307,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18
35.5104136996905,24.0258746,35.5060300996901,24.0256881,2.78,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.78,2.78,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.78,2.78,2.78,2.78,2.78,2.78,2.08,2.78,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.78,2.78,2.78,8.33,8.33,8.33,8.33,8.33,8.33
35.5066982996902,24.0249325,35.5064296996901,24.0238197,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83
35.5075653996902,24.0228829,35.5090870996904,24.0226596,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83
35.5079743996903,24.0240734,35.5066982996902,24.0249325,2.67,2.67,2.67,2.67,1.33,2.67,2.67,2.67,2.67,1.78,2.67,2.67,1.78,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.78,1.78,1.78,1.78,1.33,1.78,1.78,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,1.78,2.67,2.67,2.67,2.67,2.67,1.78,1.33,1.78,1.78,1.78,2.67,1.78,1.78,1.33,1.33,1.78,1.78,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67
35.5066982996902,24.0249325,35.5069168996902,24.025041,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
35.5068533996902,24.026654,35.5069168996902,24.025041,1.25,1.25,1.25,1.25,1.25,1.67,1.67,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.67,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,2.5,2.5,2.5,2.5,1.67,2.5,2.5,2.5,2.5,1.67,1.67,2.5,2.5,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.25,1.25,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,2.5,2.5
35.5068533996902,24.026654,35.5066633996902,24.0314846,2.78,3.7,2.78,2.78,3.7,2.78,2.78,2.78,2.78,3.7,2.78,2.78,2.78,2.78,3.7,3.7,3.7,2.78,3.7,3.7,2.78,2.78,2.78,2.78,2.78,2.78,2.78,3.7,3.7,3.7,3.7,3.7,5.56,5.56,5.56,3.7,3.7,3.7,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,2.78,3.7,5.56,5.56,5.56,5.56,5.56,3.7,3.7,2.78,2.78,3.7,2.78,3.7,3.7,2.78,2.78,3.7,3.7,3.7,5.56,5.56,5.56,8.33,8.33
35.5079256996903,24.0250294,35.5073412996902,24.0342999,4.72,4.72,4.72,3.54,3.54,3.54,4.72,4.72,3.54,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.72,3.54,3.54,3.54,3.54,3.54,3.54,3.54,4.72,7.08,7.08,7.08,4.72,4.72,7.08,7.08,7.08,4.72,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.08,4.72,7.08,7.08,7.08,7.08,7.08,7.08,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.72,3.54,3.54,4.72,4.72,4.72,7.08,7.08,7.08
35.5078616996903,24.0267212,35.5088819996903,24.0268027,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
35.5069168996902,24.025041,35.5106358996905,24.0249923,1.67,1.67,3.33,1.67,1.67,1.67,1.67,3.33,1.67,1.67,1.67,1.67,1.67,1.67,3.33,1.67,1.67,3.33,1.67,3.33,3.33,3.33,3.33,3.33,3.33,4.44,4.44,4.44,3.33,3.33,3.33,1.67,3.33,4.44,3.33,6.67,4.44,3.33,4.44,3.33,4.44,4.44,4.44,3.33,3.33,3.33,3.33,3.33,1.67,1.67,1.67,1.67,3.33,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,3.33,3.33,3.33,3.33,4.44,4.44,4.44,4.44,4.44,6.67
35.5125744996907,24.020261,35.5079743996903,24.0240734,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.67,1.67,1.67,1.67,2.5,2.5,2.5,1.67,1.67,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.33,2.5,5.0,3.33,3.33,2.5,5.0,5.0,5.0,3.33,2.5,1.67,3.33,5.0,2.5,3.33,3.33,2.5,2.5,2.5,2.5,2.5,2.5,1.67,1.67,1.67,1.67,1.67,2.5,2.5,3.33,3.33,3.33,5.0,5.0,5.0,5.0,10.0
35.5079743996903,24.0240734,35.5079256996903,24.0250294,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.73,0.73,1.47,1.47,0.73,0.73,0.98,0.98,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.98,1.47,1.47
35.4999302996896,24.0301403,35.50417859969,24.0304246,5.0,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,5.0,5.0,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.5,7.5,7.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.75,3.75,3.75,3.75,3.75,3.75,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
35.5024448996898,24.0286296,35.5023983996898,24.0303955,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67
35.5028668996898,24.028644,35.5027772996898,24.0304082,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67
35.5033636996899,24.0286618,35.5033115996899,24.0303976,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67
35.5037884996899,24.0290567,35.5037075996899,24.0304162,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
35.5034527996899,24.0274715,35.5033210996899,24.0286603,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83
35.50428009969,24.027624,35.5034474996899,24.0275726,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55
35.5033636996899,24.0286618,35.5021604996898,24.0286242,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33
35.5033636996899,24.0286618,35.5037884996899,24.0290567,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12
35.50415509969,24.0288,35.50517909969,24.028867,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.33,3.33,3.33,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
35.50416139969,24.0294113,35.50481209969,24.0294082,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
35.50417779969,24.0303372,35.50481209969,24.0294082,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67
35.50528119969,24.0308559,35.50418319969,24.0310276,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
35.5040658996899,24.0341721,35.50418649969,24.0314596,2.78,2.78,2.08,2.08,2.78,2.78,2.78,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,2.78,4.17,2.78,2.78,2.78,2.78,2.78,2.78,2.08,2.08,2.08,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,4.17,4.17,4.17,4.17,4.17,2.78,4.17,4.17,2.08,2.78,2.78,2.78,2.78,2.78,2.78,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,2.78,2.78,2.78,2.78,4.17,4.17
35.5100417996904,24.0317192,35.50418969969,24.0318794,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,1.81,1.81,1.81,3.61,3.61,3.61,3.61,3.61,3.61,3.61,1.81,1.81,3.61,1.81,2.71,3.61,2.71,3.61,1.81,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,1.81,1.81,3.61,3.61,2.71,3.61,3.61,2.71,1.81,1.81,1.81,3.61,3.61,3.61,3.61,3.61,3.61,3.61,5.42,5.42,5.42,5.42,5.42,5.42
35.50430579969,24.0335705,35.5060141996901,24.032401,3.83,2.56,2.56,2.56,2.56,2.56,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,2.56,2.56,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,2.56,2.56,2.56,3.83,3.83,3.83,3.83
35.4913605996889,24.0486089,35.50430579969,24.0335705,8.15,8.15,8.15,8.15,12.22,12.22,8.15,8.15,12.22,12.22,12.22,12.22,8.15,12.22,8.15,12.22,8.15,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,8.15,8.15,8.15,12.22,12.22,12.22,8.15,12.22,12.22,12.22,12.22
35.50488609969,24.0309115,35.50498259969,24.0317452,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23
35.50447249969,24.0309932,35.50460209969,24.0318096,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22
35.5067419996902,24.0294863,35.5057054996901,24.0294383,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
35.5101297996905,24.0296562,35.5067419996902,24.0294863,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.08,2.08,2.08,2.78,2.78,2.08,2.08,2.78,2.78,2.78,2.08,2.08,2.78,2.08,2.78,2.78,2.78,2.78,2.08,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.08,2.08,2.78,2.78,2.78,2.78,2.78,2.08,1.56,1.56,2.08,2.78,2.78,2.78,2.78,2.78,2.78,2.78,6.25,6.25,6.25,6.25,6.25,6.25
35.5102232996905,24.0278739,35.5068142996902,24.0276477,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,4.07,3.06,4.07,4.07,3.06,3.06,4.07,4.07,4.07,4.07,4.07,2.29,2.29,2.29,3.06,3.06,2.29,2.29,4.07,3.06,3.06,2.29,2.29,3.06,2.29,3.06,4.07,4.07,4.07,3.06,4.07,4.07,4.07,4.07,4.07,4.07,4.07,3.06,2.29,2.29,3.06,3.06,2.29,3.06,3.06,2.29,1.83,1.83,2.29,3.06,2.29,2.29,2.29,3.06,4.07,4.07,4.07,4.07,6.11,6.11,6.11,6.11
35.5067840996902,24.028417,35.5101866996905,24.0286367,3.06,2.29,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,2.29,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,4.07,3.06,4.07,3.06,4.07,3.06,3.06,3.06,3.06,3.06,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,3.06,3.06,4.07,3.06,3.06,2.29,2.29,2.29,3.06,3.06,3.06,2.29,2.29,3.06,3.06,3.06,3.06,3.06,2.29,3.06,4.07,4.07,4.07,4.07,4.07,4.07,6.11
