"osm_id","linestrings"
22877948,"LINESTRING(24.0180704 35.4948256996892,24.0181503 35.4951880996892,24.0181892 35.4954742996892,24.0182253 35.4958624996893,24.0182652 35.4964674996893,24.0183199 35.4970594996894,24.0183256 35.4971782996894,24.0183378 35.4973402996894,24.0183633 35.4976511996894,24.0183815 35.4978739996894,24.0183855 35.4979465996894,24.0184148 35.4984129996895,24.0184295 35.4986165996895,24.0184561 35.4988142996895,24.0184884 35.4990261996895,24.0185729 35.4994475996896,24.0186923 35.4999829996896,24.018807 35.5004880996896,24.0188561 35.5007045996897,24.0189042 35.5009335996897,24.0189468 35.5011594996897,24.0191934 35.5021951996898,24.0192906 35.5026084996898,24.0193438 35.5028848996898,24.0193829 35.5030898996899,24.0194265 35.5032544996899,24.0194959 35.5034322996899,24.0195826 35.5036132996899,24.0196611 35.5037573996899,24.0197249 35.5039370996899,24.0197399 35.5040428996899,24.0197439 35.50413949969,24.019748 35.50422279969)"
823059996,"LINESTRING(24.0165558 35.50408689969,24.0167168 35.5035023996899,24.0168905 35.5028718996899,24.0169097 35.5026093996898,24.0169539 35.5020045996898,24.0169682 35.5017249996897,24.016966 35.5016615996897,24.0169616 35.5015698996897,24.0169402 35.5013472996897,24.0169213 35.5012357996897,24.0169007 35.5011557996897,24.0168324 35.5009042996897,24.0167381 35.5005480996897,24.0166781 35.5003179996896,24.0165754 35.4999354996896,24.0163964 35.4993122996895,24.0163823 35.4991936996895,24.016388 35.4990990996895,24.0164994 35.4985392996895,24.0165588 35.4983111996895,24.0165891 35.4981835996895,24.0166197 35.4980735996894,24.0166276 35.4979708996894,24.0166178 35.4978733996894,24.0164862 35.4973634996894,24.0164776 35.4973356996894,24.0164426 35.4972118996894,24.0163875 35.4970327996894,24.0163249 35.4968587996893,24.0162939 35.4967484996893,24.0162403 35.4965719996893,24.0160529 35.4959315996893,24.0159186 35.4953850996892)"
27740924,"LINESTRING(24.0213432 35.50429109969,24.0213931 35.5038521996899,24.0214153 35.5035932996899,24.0214476 35.5033019996899,24.0214621 35.5030414996899,24.0214663 35.5030109996899,24.0214952 35.5026451996898,24.0215378 35.5022542996898,24.0215684 35.5018953996898,24.0216387 35.5009859996897,24.0216673 35.5004871996897,24.0216621 35.5003841996896,24.0216229 35.4999017996896,24.0216065 35.4996885996896,24.0215798 35.4994246996896,24.0215454 35.4990344996895,24.0215432 35.4989532996895,24.0215567 35.4988527996895,24.0216328 35.4985267996895,24.0217022 35.4982374996895,24.0217097 35.4981691996894,24.0217084 35.4981068996894,24.021703 35.4980566996894,24.0216152 35.4975851996894,24.0216226 35.4974909996894,24.0216395 35.4974152996894,24.0217295 35.4971425996894,24.0218492 35.4967964996893,24.0219374 35.4966173996893,24.021962 35.4965674996893,24.0221546 35.4961965996893,24.0224323 35.4957476996892,24.0224766 35.4956493996892,24.0226433 35.4950664996892,24.0226954 35.4948766996892,24.0227146 35.4947778996892,24.022722 35.4946591996892,24.0227133 35.4945074996891,24.0226883 35.4943234996891,24.0226142 35.4937771996891,24.0226123 35.4937153996891,24.0226096 35.4936695996891,24.022564 35.493388999689,24.0224834 35.492971299689,24.0224755 35.492930399689,24.0224135 35.492630499689,24.0223057 35.4921086996889,24.0222478 35.4917666996889,24.0222004 35.4914205996889,24.0222145 35.4913199996889,24.0222649 35.4911969996889,24.0224108 35.4909775996888,24.0224584 35.4908788996888,24.0227267 35.4900739996888,24.0228081 35.4898649996887,24.0228864 35.4896952996887)"
824274200,"LINESTRING(24.0239862 35.4933941996891,24.0239882 35.4935276996891,24.0239453 35.4940254996891,24.0239367 35.4941402996891,24.0239205 35.4943575996891,24.0238963 35.4947013996891,24.0238937 35.4948141996892,24.0239046 35.4952163996892,24.0239116 35.4953558996892,24.023955 35.4956933996892,24.0240644 35.4964325996893,24.0241576 35.4969444996893,24.0242625 35.4975946996894,24.0242734 35.4976596996894,24.0244738 35.4989259996895,24.0246001 35.4994417996896,24.0246234 35.4995540996896,24.0246882 35.4998644996896,24.0247151 35.4999794996896,24.0247841 35.5002171996896,24.024842 35.5004225996896,24.0248711 35.5004974996897,24.0249162 35.5005686996897,24.0249486 35.5006150996897,24.0251588 35.5009386996897,24.0252725 35.5012200996897,24.0252812 35.5012429996897,24.0253723 35.5015800996897,24.0254036 35.5016787996897,24.025491 35.5020805996898,24.0255089 35.5024209996898,24.0255128 35.5024962996898,24.0255178 35.5025915996898,24.0255358 35.5029593996898,24.0255535 35.5033228996899,24.0255468 35.5035530996899,24.0255317 35.50432779969)"
249206924,"LINESTRING(24.0224547 35.5028909996898,24.0224735 35.5024579996898,24.0222604 35.5010016996897,24.022247 35.5005519996896,24.022244 35.5004840996897,24.0222261 35.5001595996896,24.0221623 35.4996134996896,24.0221563 35.4995896996896,24.0221158 35.4993348996896)"
962948751,"LINESTRING(24.0169097 35.5026093996898,24.0174871 35.5026057996898)"
249206909,"LINESTRING(24.0169933 35.50411939969,24.0171855 35.5028808996898)"
962948750,"LINESTRING(24.0174839 35.5028197996898,24.0174871 35.5026057996898,24.0174914 35.5023804996898)"
356879734,"LINESTRING(24.0191934 35.5021951996898,24.0180383 35.5022190996898,24.0179487 35.5025956996898,24.0179076 35.5028453996898,24.0181585 35.5028443996898,24.0193438 35.5028848996898)"
963756580,"LINESTRING(24.0179487 35.5025956996898,24.0180066 35.5025988996898,24.0184813 35.5026092996898,24.0187006 35.5026144996898,24.0192906 35.5026084996898)"
450765434,"LINESTRING(24.0179076 35.5028453996898,24.0178504 35.5033876996899,24.0178576 35.5037041996899,24.0178722 35.5039572996899,24.0178816 35.5041721996899)"
217424947,"LINESTRING(24.0178504 35.5033876996899,24.0194959 35.5034322996899)"
823059995,"LINESTRING(24.0165558 35.50408689969,24.0169933 35.50411939969,24.0175015 35.50415189969,24.0178354 35.50417319969,24.0178816 35.5041721996899)"
22877701,"LINESTRING(24.0164548 35.5059859996901,24.0164688 35.5057616996901,24.0164763 35.5053194996901,24.0164853 35.50493099969,24.0164876 35.50478369969,24.0164953 35.50455379969,24.0165093 35.50444929969,24.0165291 35.50416729969,24.0165558 35.50408689969)"
1070766688,"LINESTRING(24.0175015 35.50415189969,24.0175565 35.5036809996899)"
217424971,"LINESTRING(24.0178576 35.5037041996899,24.01949 35.5037529996899,24.0196611 35.5037573996899)"
733486055,"LINESTRING(24.0178816 35.5041721996899,24.019748 35.50422279969)"
22877696,"LINESTRING(24.0197225 35.50474959969,24.0178451 35.50458709969,24.0165093 35.50444929969)"
22877704,"LINESTRING(24.0164876 35.50478369969,24.0178279 35.50489399969,24.0191457 35.50502579969,24.0197267 35.50507369969)"
356879732,"LINESTRING(24.0192906 35.5026084996898,24.0195649 35.5025745996898,24.019616 35.5025416996898,24.0196309 35.5024896996898,24.0196139 35.5023648996898,24.0196069 35.5023234996898,24.0196017 35.5022644996898,24.0196471 35.5022546996898,24.0196927 35.5022504996898,24.0201237 35.5022424996898,24.0205198 35.5022311996898)"
217424977,"LINESTRING(24.0195826 35.5036132996899,24.0198191 35.5035455996899,24.0199887 35.5035143996899,24.0203082 35.5034754996899,24.0205851 35.5034438996899)"
79874304,"LINESTRING(24.0204616 35.5016688996897,24.0204812 35.5016839996898,24.0204936 35.5017134996897,24.0205073 35.5018855996898,24.0205198 35.5022311996898,24.0205851 35.5034438996899,24.0206114 35.50426039969)"
217424965,"LINESTRING(24.0214952 35.5026451996898,24.020945 35.5026191996898,24.0208977 35.5026322996898,24.0208749 35.5026576996898,24.0208639 35.5026844996898,24.0208555 35.5029630996899,24.0208775 35.5030111996899)"
217424960,"LINESTRING(24.0208775 35.5030111996899,24.0209248 35.5030290996899,24.0214621 35.5030414996899)"
58370370,"LINESTRING(24.019748 35.50422279969,24.0197225 35.50474959969,24.0197225 35.50482589969,24.0197267 35.50507369969,24.0197416 35.5052608996901,24.0197395 35.50534749969,24.0197362 35.5058252996901)"
733782734,"LINESTRING(24.019748 35.50422279969,24.0203578 35.50425149969,24.0206114 35.50426039969,24.0210347 35.50428089969,24.0213432 35.50429109969)"
962951155,"LINESTRING(24.0213274 35.50449709969,24.0212864 35.50444869969,24.0212272 35.50437579969,24.0211495 35.50432349969,24.0210347 35.50428089969)"
181444366,"LINESTRING(24.0213432 35.50429109969,24.0213274 35.50449709969,24.0213069 35.50476449969,24.0212716 35.50508959969,24.0212713 35.50517469969,24.0212693 35.5052620996901,24.0212424 35.5055444996901,24.0212099 35.5058328996901)"
22877706,"LINESTRING(24.0178003 35.5053920996901,24.0164763 35.5053194996901,24.0157214 35.50528779969,24.0154157 35.50527039969,24.0153022 35.5052869996901,24.015012 35.5053768996901,24.0148616 35.5054087996901)"
823054306,"LINESTRING(24.0178003 35.5053920996901,24.0181279 35.5053850996901)"
822991141,"LINESTRING(24.0164688 35.5057616996901,24.0177617 35.5058642996901,24.0186392 35.5058434996901,24.0197362 35.5058252996901)"
217424962,"LINESTRING(24.0171371 35.5062813996901,24.0177491 35.5063138996901,24.0186741 35.5063130996901,24.0192305 35.5063085996901)"
22877719,"LINESTRING(24.0177113 35.5068536996902,24.0187305 35.5068751996902)"
22877724,"LINESTRING(24.0176917 35.5072292996902,24.0187682 35.5072251996902)"
95471683,"LINESTRING(24.0191528 35.5053633996901,24.0191457 35.50502579969)"
823054850,"LINESTRING(24.0183293 35.5053808996901,24.0191528 35.5053633996901,24.0197395 35.50534749969)"
22877831,"LINESTRING(24.0197416 35.5052608996901,24.0212693 35.5052620996901)"
1012903263,"LINESTRING(24.0197362 35.5058252996901,24.0197402 35.5058832996901,24.0197165 35.5067780996902,24.0197383 35.5070968996902,24.0198269 35.5080331996903)"
181445245,"LINESTRING(24.0219377 35.5080431996903,24.021864 35.5079468996903,24.0217571 35.5075508996902,24.0216249 35.5071717996902,24.0215452 35.5069303996902,24.0214703 35.5066719996902,24.0212317 35.5060375996901,24.0212099 35.5058328996901)"
217424975,"LINESTRING(24.0204939 35.5072064996902,24.0209811 35.5072168996902,24.0211059 35.5072405996902,24.0212591 35.5072468996902,24.0216249 35.5071717996902)"
217424976,"LINESTRING(24.0214663 35.5030109996899,24.0223503 35.5030564996899,24.0223615 35.5030557996899,24.0223705 35.5030514996899,24.0223766 35.5030459996899,24.0223789 35.5030385996899,24.022386 35.5029342996898,24.0224112 35.5029099996898,24.0224547 35.5028909996898,24.0230701 35.5029078996898)"
249206912,"LINESTRING(24.0215378 35.5022542996898,24.0219743 35.5022899996898,24.0220799 35.5023125996898,24.0221818 35.5023496996898,24.0224735 35.5024579996898,24.0226908 35.5024801996898,24.0230743 35.5024903996898,24.0234574 35.5024902996898,24.0236709 35.5024862996898)"
22868380,"LINESTRING(24.0230132 35.5009974996897,24.0230436 35.5017391996898,24.0230743 35.5024903996898,24.0230701 35.5029078996898,24.023078 35.5033397996899,24.0230846 35.5038110996899,24.0230928 35.50439729969)"
249206913,"LINESTRING(24.0243066 35.5033446996899,24.0242017 35.5028040996898,24.0241815 35.5026055996898,24.0241449 35.5022471996898,24.0240922 35.5018682996898)"
249206931,"LINESTRING(24.0230701 35.5029078996898,24.0236805 35.5028568996898,24.0242017 35.5028040996898,24.0244336 35.5027662996898,24.0246814 35.5027258996898,24.0255178 35.5025915996898)"
249206928,"LINESTRING(24.0214476 35.5033019996899,24.023078 35.5033397996899,24.0236786 35.5033421996899,24.0240859 35.5033437996899,24.0243066 35.5033446996899,24.0247586 35.5033482996899,24.0255535 35.5033228996899)"
249206922,"LINESTRING(24.0237099 35.50438189969,24.0236786 35.5033421996899,24.0236805 35.5028568996898,24.0236709 35.5024862996898,24.0236566 35.5021620996898,24.0236273 35.5018225996898)"
217424966,"LINESTRING(24.0222129 35.5037820996899,24.0227112 35.5038232996899,24.0230846 35.5038110996899)"
249206910,"LINESTRING(24.0240859 35.5033437996899,24.0241029 35.50436979969)"
733486056,"LINESTRING(24.0213432 35.50429109969,24.0224162 35.50436269969,24.0230928 35.50439729969,24.0237099 35.50438189969,24.0239117 35.50437689969,24.0241029 35.50436979969,24.0246261 35.50435049969,24.024882 35.50434409969,24.0255317 35.50432779969,24.026219 35.50430729969)"
27740949,"LINESTRING(24.0244336 35.5027662996898,24.0244176 35.5025727996898,24.0243906 35.5022470996898,24.0243996 35.5022279996898,24.0244102 35.5022140996898,24.0244241 35.5022045996898,24.0244549 35.5021957996898,24.025491 35.5020805996898)"
963750580,"LINESTRING(24.0241815 35.5026055996898,24.0244176 35.5025727996898,24.0255089 35.5024209996898)"
824282829,"LINESTRING(24.0255358 35.5029593996898,24.0248759 35.5030342996899)"
249206917,"LINESTRING(24.024882 35.50434409969,24.0247586 35.5033482996899,24.0246814 35.5027258996898)"
824274201,"LINESTRING(24.0255128 35.5024962996898,24.0257961 35.5026040996898,24.0261139 35.5027460996898)"
824274202,"LINESTRING(24.0261139 35.5027460996898,24.0263187 35.5021835996898)"
824275854,"LINESTRING(24.0273634 35.5026022996898,24.0267138 35.5023451996898,24.0263187 35.5021835996898)"
824277250,"LINESTRING(24.0261139 35.5027460996898,24.0270301 35.5031336996899)"
249206920,"LINESTRING(24.0259011 35.5035656996899,24.0261139 35.5027460996898)"
249206911,"LINESTRING(24.0255468 35.5035530996899,24.0258173 35.5035554996899,24.0259011 35.5035656996899,24.0259691 35.5035811996899,24.0265723 35.5037837996899)"
1071733442,"LINESTRING(24.0267968 35.5034649996899,24.0269662 35.5035430996899,24.0270216 35.5035442996899,24.0273359 35.5035066996899)"
771301805,"LINESTRING(24.026571 35.50500949969,24.0260405 35.50494499969,24.0258995 35.50490099969)"
22877827,"LINESTRING(24.0224162 35.50436269969,24.0223681 35.50517069969,24.0223227 35.5060328996901,24.0222413 35.5069218996902,24.0222504 35.5075499996902,24.0221881 35.5076837996902,24.0219377 35.5080431996903)"
181437669,"LINESTRING(24.0230928 35.50439729969,24.0230436 35.50517039969,24.0229827 35.5060338996901)"
22868385,"LINESTRING(24.0212713 35.50517469969,24.0223681 35.50517069969,24.0230436 35.50517039969,24.0238563 35.50516809969,24.0245707 35.50517459969,24.0257619 35.50515679969)"
181441111,"LINESTRING(24.0238241 35.5060332996901,24.0238563 35.50516809969,24.0239117 35.50437689969)"
239856846,"LINESTRING(24.0229827 35.5060338996901,24.0229983 35.5063646996901)"
22868370,"LINESTRING(24.0266007 35.5059899996901,24.0256881 35.5060300996901,24.0252894 35.5060348996901,24.024556 35.5060356996901,24.0238241 35.5060332996901,24.0229827 35.5060338996901,24.0223227 35.5060328996901,24.0212317 35.5060375996901)"
181441110,"LINESTRING(24.0238197 35.5064296996901,24.0238005 35.5063666996901,24.0238241 35.5060332996901)"
22877828,"LINESTRING(24.0215452 35.5069303996902,24.0216644 35.5069144996902,24.0222413 35.5069218996902)"
181440451,"LINESTRING(24.0217571 35.5075508996902,24.0222504 35.5075499996902,24.0228829 35.5075653996902,24.0243372 35.5075804996902)"
26715075,"LINESTRING(24.024556 35.5060356996901,24.0245707 35.50517459969,24.0246261 35.50435049969)"
519076149,"LINESTRING(24.026219 35.50430729969,24.0258995 35.50490099969,24.0257619 35.50515679969,24.0252894 35.5060348996901,24.0250938 35.5063985996901,24.0250091 35.5065559996901,24.0249325 35.5066982996902)"
239856845,"LINESTRING(24.0266007 35.5059899996901,24.027307 35.5059804996901)"
193413925,"LINESTRING(24.026571 35.50500949969,24.0266007 35.5059899996901,24.026654 35.5068533996902,24.0267212 35.5078616996903)"
26715112,"LINESTRING(24.0249325 35.5066982996902,24.0238882 35.5064715996901,24.0238197 35.5064296996901)"
1070774674,"LINESTRING(24.0249325 35.5066982996902,24.0249957 35.5067119996902,24.025025 35.5067358996902,24.0250408 35.5067701996902,24.025041 35.5069168996902)"
1047219364,"LINESTRING(24.0240734 35.5079743996903,24.0243372 35.5075804996902,24.0245861 35.5072520996902,24.0246975 35.5070779996902,24.0248007 35.5069166996902,24.0249325 35.5066982996902)"
1012899291,"LINESTRING(24.026654 35.5068533996902,24.0257124 35.5068904996902,24.025041 35.5069168996902)"
482178393,"LINESTRING(24.0300023 35.5000309996896,24.0296066 35.5003829996896,24.0293113 35.5006721996896,24.0287562 35.5012293996897,24.0285008 35.5014433996897,24.0280182 35.5017892996898,24.027925 35.5018561996898,24.0278349 35.5019347996898,24.0277821 35.5019859996898,24.0276305 35.5021941996898,24.0275876 35.5022628996898,24.0274716 35.5024428996898,24.0273634 35.5026022996898,24.0270301 35.5031336996899,24.0267968 35.5034649996899,24.0265723 35.5037837996899,24.026219 35.50430729969)"
417707207,"LINESTRING(24.0301403 35.4999302996896,24.0301767 35.5001356996896,24.0302902 35.5009241996897,24.0303926 35.5017644996898,24.0303937 35.5021030996898,24.0303955 35.5023983996898,24.0304082 35.5027772996898,24.0303976 35.5033115996899,24.0304162 35.5037075996899,24.0304246 35.50417859969)"
771585871,"LINESTRING(24.0356371 35.5024282996898,24.0356116 35.5023769996898,24.0356263 35.5014697996897)"
1071733444,"LINESTRING(24.0274715 35.5034527996899,24.0275726 35.5034474996899,24.0281893 35.5034151996899,24.0282741 35.5033825996899,24.028365 35.5033511996899,24.0284651 35.5033361996899,24.0286603 35.5033210996899)"
26715152,"LINESTRING(24.0286618 35.5033636996899,24.0286603 35.5033210996899,24.028644 35.5028668996898,24.0286296 35.5024448996898,24.0286242 35.5021604996898)"
26715148,"LINESTRING(24.0286296 35.5024448996898,24.029623 35.5024186996898,24.0303955 35.5023983996898)"
26715143,"LINESTRING(24.028644 35.5028668996898,24.0304082 35.5027772996898)"
79874305,"LINESTRING(24.0286618 35.5033636996899,24.0286963 35.5034698996899,24.0287762 35.5036149996899,24.0289271 35.5037499996899,24.0290567 35.5037884996899)"
26715140,"LINESTRING(24.0286618 35.5033636996899,24.0294012 35.5033322996899,24.0303976 35.5033115996899)"
1071733443,"LINESTRING(24.027624 35.50428009969,24.0275932 35.5038051996899,24.0275726 35.5034474996899)"
301941674,"LINESTRING(24.0290567 35.5037884996899,24.0304162 35.5037075996899)"
26715131,"LINESTRING(24.0288 35.50415509969,24.028867 35.50517909969)"
301647320,"LINESTRING(24.0294113 35.50416139969,24.0294073 35.50422589969,24.0294082 35.50481209969)"
190103690,"LINESTRING(24.026219 35.50430729969,24.027624 35.50428009969,24.0278483 35.50427569969,24.0283473 35.50421839969,24.0288 35.50415509969,24.0293241 35.5041598996899,24.0294113 35.50416139969,24.0303372 35.50417779969,24.0304246 35.50417859969,24.0310276 35.50418319969,24.0314596 35.50418649969,24.0318794 35.50418969969,24.0319945 35.50419269969,24.0323015 35.50420069969,24.0330946 35.50422139969,24.0335705 35.50430579969)"
301647319,"LINESTRING(24.0303372 35.50417779969,24.0303432 35.50423959969,24.0303601 35.50477249969,24.0294082 35.50481209969)"
450765440,"LINESTRING(24.0308559 35.50528119969,24.0308666 35.50511349969,24.0309115 35.50488609969,24.0309932 35.50447249969,24.0310276 35.50418319969)"
450765438,"LINESTRING(24.0309932 35.50447249969,24.0318096 35.50460209969)"
450765436,"LINESTRING(24.0309115 35.50488609969,24.031064 35.50490739969,24.0317452 35.50498259969)"
26715126,"LINESTRING(24.02953 35.50519089969,24.028867 35.50517909969,24.0281109 35.50509219969,24.0275342 35.50505569969,24.026571 35.50500949969)"
263516444,"LINESTRING(24.0294863 35.5067419996902,24.0294383 35.5057054996901)"
22868664,"LINESTRING(24.026654 35.5068533996902,24.0276477 35.5068142996902,24.028417 35.5067840996902,24.0294863 35.5067419996902,24.0304775 35.5067029996902,24.0314846 35.5066633996902)"
26715051,"LINESTRING(24.0309146 35.5071705996902,24.0304938 35.5071952996902,24.0294834 35.5072466996902,24.0284677 35.5073064996902)"
193414844,"LINESTRING(24.0250294 35.5079256996903,24.0257946 35.5078975996903,24.0267212 35.5078616996903,24.0277176 35.5078155996903,24.0284991 35.5077629996903,24.0294953 35.5077294996902,24.0299212 35.5077137996903,24.0305232 35.5076819996902,24.0312003 35.5076529996902,24.031564 35.5076316996902,24.0322934 35.5075933996902,24.0332021 35.5075386996902,24.0339476 35.5074972996902,24.0340817 35.5074868996902,24.0341573 35.5074773996902,24.0342243 35.5074443996902,24.0342765 35.5073872996902,24.0342999 35.5073412996902)"
401579667,"LINESTRING(24.03226 35.5061251996901,24.0315765 35.5064918996901,24.0314879 35.5065035996901)"
1047393716,"LINESTRING(24.032401 35.5060141996901,24.03226 35.5061251996901)"
401579673,"LINESTRING(24.03226 35.5061251996901,24.0322079 35.5062319996901,24.0321907 35.5064066996901,24.032201 35.5066217996902)"
26714988,"LINESTRING(24.0304775 35.5067029996902,24.0304938 35.5071952996902,24.0305232 35.5076819996902)"
1047393717,"LINESTRING(24.0314846 35.5066633996902,24.032201 35.5066217996902)"
24019323,"LINESTRING(24.0317192 35.5100417996904,24.0316059 35.5086532996903,24.031564 35.5076316996902,24.0314846 35.5066633996902,24.0314879 35.5065035996901,24.0317452 35.50498259969,24.0318096 35.50460209969,24.0318288 35.50448859969,24.0318794 35.50418969969)"
26714981,"LINESTRING(24.032201 35.5066217996902,24.0322934 35.5075933996902,24.0323228 35.5078621996903,24.0323562 35.5086181996903)"
771585239,"LINESTRING(24.033722 35.5007912996897,24.0337299 35.5010370996897,24.0337199 35.5010963996897,24.0336994 35.5011434996897,24.0336623 35.5011932996897,24.0336112 35.5012366996897,24.0335412 35.5012781996897,24.0334444 35.5013252996897,24.0334196 35.5013457996897,24.0334047 35.5013830996897,24.0333996 35.5014156996897,24.0334006 35.5018216996897,24.0333833 35.5023828996898,24.0333705 35.5028628996899,24.0333582 35.5033797996899,24.0333449 35.5037555996899,24.0333461 35.5038886996899)"
771585238,"LINESTRING(24.0328449 35.5038639996899,24.0328369 35.5035364996899,24.0328229 35.5026125996898,24.0328202 35.5025099996898)"
809472409,"LINESTRING(24.0330239 35.5038770996899,24.0330219 35.5034960996899,24.0330206 35.5032219996899)"
771585241,"LINESTRING(24.0348662 35.5013982996897,24.0348136 35.5013907996897,24.0343066 35.5014100996897,24.0342356 35.5014302996897,24.0342037 35.5014563996897,24.0341903 35.5014931996897,24.034186 35.5015461996897,24.0341713 35.5020275996898,24.0341578 35.5024206996898,24.0341484 35.5027907996898,24.0341417 35.5031379996899,24.034131 35.5034392996899,24.0341269 35.5036870996899,24.0341337 35.5038432996899,24.0341458 35.5039578996899,24.0341721 35.5040658996899)"
771585240,"LINESTRING(24.0349344 35.5036674996899,24.0349236 35.5035980996899,24.0349261 35.5034528996899,24.0349318 35.5034379996899,24.0349406 35.5034292996899,24.0349684 35.5034148996899,24.0349775 35.5034035996899,24.0349799 35.5033901996899,24.0349861 35.5031933996899,24.0349762 35.5031666996899,24.0349534 35.5031480996899,24.0348533 35.5031075996899,24.034841 35.5030937996899,24.0348348 35.5030797996899,24.0348314 35.5030601996899,24.0348314 35.5030395996899,24.034833 35.5028581996898,24.0348474 35.5025892996898,24.0348788 35.5019700996898,24.0348853 35.5014289996897,24.0348662 35.5013982996897)"
771585242,"LINESTRING(24.0346956 35.5019653996898,24.0346715 35.5023300996898,24.03465 35.5028060996898,24.034642 35.5032733996899,24.0346294 35.5037584996899,24.0346349 35.5038131996899,24.0346536 35.5038722996899,24.0346865 35.5039327996899)"
771585243,"LINESTRING(24.0341721 35.5040658996899,24.0340849 35.5040381996899,24.033987 35.5040225996899,24.0338081 35.5040050996899,24.0336729 35.5039755996899,24.0336007 35.5039593996899,24.0335404 35.5039357996899,24.0334847 35.5039161996899,24.0334116 35.5038953996899,24.0333461 35.5038886996899,24.0332311 35.5038846996899,24.0330239 35.5038770996899,24.0329522 35.5038715996899,24.0328449 35.5038639996899,24.0326773 35.5038448996899,24.032523 35.5038208996899,24.0323722 35.5038109996899,24.0322454 35.5038120996899,24.0321428 35.5038241996899,24.032053 35.5038623996899,24.0318042 35.5040004996899,24.031544 35.5041478996899,24.0314596 35.50418649969)"
771585869,"LINESTRING(24.0359462 35.5035269996899,24.0358848 35.5034948996899,24.0358355 35.5034383996899,24.035817 35.5033885996899,24.0357944 35.5033111996899,24.0357867 35.5032448996899,24.03579 35.5028147996898,24.0357899 35.5024675996898)"
771585870,"LINESTRING(24.0357899 35.5024675996898,24.0364256 35.5024425996898)"
771585873,"LINESTRING(24.037508 35.5035346996899,24.0374293 35.5034766996899,24.0373595 35.5034599996899,24.0368284 35.5034406996899,24.0366427 35.5034480996899,24.0365023 35.5034651996899,24.0360702 35.5035362996899,24.0360094 35.5035372996899,24.0359462 35.5035269996899)"
802523648,"LINESTRING(24.0335705 35.50430579969,24.0335007 35.50435749969,24.033445 35.50442409969,24.0334142 35.50447699969,24.033384 35.50453649969,24.0333706 35.50461509969,24.0333907 35.50470249969,24.0334055 35.50476029969,24.0334082 35.50483459969,24.0333894 35.50490549969,24.0331909 35.50516859969,24.0327108 35.5057330996901,24.032401 35.5060141996901)"
401579672,"LINESTRING(24.0330394 35.5060871996901,24.0331119 35.5062771996901,24.0331435 35.5065363996902)"
261539478,"LINESTRING(24.0350117 35.5065139996902,24.0349863 35.5063750996901,24.0350007 35.5062443996901,24.0350835 35.5061122996901,24.0351883 35.5060132996901,24.0352119 35.5059176996901,24.035168 35.5058371996901,24.0350966 35.5057559996901,24.0349754 35.5056673996901,24.0348638 35.5055786996901,24.0348571 35.5055455996901,24.0340427 35.5056004996901,24.0339944 35.5055987996901,24.0334877 35.5056316996901,24.0333877 35.5056455996901,24.0331864 35.5056799996901,24.0325401 35.5060087996901,24.0324775 35.5060151996901,24.032401 35.5060141996901)"
802523649,"LINESTRING(24.0339944 35.5055987996901,24.0339732 35.50513419969)"
168437032,"LINESTRING(24.0355482 35.50501039969,24.0351796 35.50504549969,24.0339732 35.50513419969,24.0338155 35.50514579969,24.0333854 35.50518069969,24.0333049 35.50518069969,24.0331909 35.50516859969)"
168436988,"LINESTRING(24.0351566 35.50474839969,24.0351796 35.50504549969,24.0352156 35.5055122996901)"
27519286,"LINESTRING(24.0340427 35.5056004996901,24.0343172 35.5063660996901,24.0346128 35.5071203996902)"
193414242,"LINESTRING(24.032201 35.5066217996902,24.0325947 35.5065868996902,24.0331435 35.5065363996902,24.0338729 35.5065124996902)"
27740781,"LINESTRING(24.0332021 35.5075386996902,24.0331435 35.5065363996902)"
27519284,"LINESTRING(24.0334877 35.5056316996901,24.0338729 35.5065124996902,24.0340926 35.5071038996902,24.0341458 35.5071850996902,24.0341914 35.5072352996902,24.034237 35.5072854996902,24.0342999 35.5073412996902)"
1012895397,"LINESTRING(24.0350117 35.5065139996902,24.0350416 35.5067778996902,24.0350859 35.5070441996902)"
168437043,"LINESTRING(24.0379515 35.5052941996901,24.0374365 35.5054644996901,24.037061 35.5054120996901,24.0365246 35.5054382996901,24.0359345 35.5054994996901,24.0352156 35.5055122996901,24.0348571 35.5055455996901)"
168437084,"LINESTRING(24.036566 35.5062914996901,24.0351398 35.5064965996901,24.0350117 35.5065139996902)"
1047410768,"LINESTRING(24.036566 35.5062914996901,24.036535 35.5060885996901)"
1047410769,"LINESTRING(24.0372102 35.5062450996901,24.036566 35.5062914996901)"
168437076,"LINESTRING(24.0371972 35.5059553996901,24.0372102 35.5062450996901,24.037229 35.5064797996902,24.0372477 35.5064950996902,24.0382117 35.5064583996902)"
724335183,"LINESTRING(24.0360166 35.5069470996902,24.0360238 35.5072537996902)"
738477654,"LINESTRING(24.0366168 35.5077478996903,24.0366085 35.5075472996902,24.0365959 35.5072402996902,24.0365916 35.5068203996902,24.036566 35.5062914996901)"
963028474,"LINESTRING(24.0360238 35.5072537996902,24.03603 35.5075376996902,24.0360399 35.5075482996902,24.0360501 35.5075529996902,24.0360837 35.5075529996902,24.0366085 35.5075472996902)"
724329886,"LINESTRING(24.0360238 35.5072537996902,24.0365959 35.5072402996902,24.0370372 35.5072396996902,24.0374543 35.5072368996902,24.0374831 35.5072319996902)"
